date,invested_nzd_cum,invested_usd_cum,value_SPY_weekly_usd,value_SPY_daily_usd,value_SPY_dip_usd,value_QQQ_weekly_usd,value_QQQ_daily_usd,value_QQQ_dip_usd
2024-03-25,81428.57142857132,52989.35659077705,77414.90579819554,77215.04530846966,77241.373284662,85834.26014814911,85571.00254758117,85632.11086392145
2024-04-01,81734.6938775509,53172.6195435135,77954.14461506697,77722.35394176465,77748.80298151677,86054.18806989622,85759.93144175221,85821.06586112548
2024-04-08,82040.81632653049,53356.430506219695,77624.39226089386,77400.77719881864,77427.05199181775,85396.69820912843,85111.88458337245,85172.42132773982
2024-04-15,82346.93877551008,53538.43823987613,75670.95933907882,75458.62557944386,75484.17755504562,83729.67406844794,83455.99261439107,83515.21860117355
2024-04-22,82653.06122448966,53719.059581659305,75142.0454795031,74938.27367107733,74963.58605640149,81532.78042855294,81271.71408096593,81329.25833815317
2024-04-29,82959.18367346925,53901.13227221433,76878.92535503002,76678.5365400362,76704.3726784512,84426.64818712609,84165.3180924396,84224.77628206006
2024-05-06,83265.30612244883,54085.03820701524,78044.04633849321,77849.46016668825,77875.6260548714,86073.7515590064,85817.33729245301,85877.82595139253
2024-05-13,83571.42857142842,54269.2783961491,78883.9765607477,78694.81721759483,78721.20293948591,86811.27977121311,86560.4343093701,86621.3117935893
2024-05-20,83877.551020408,54457.13659330293,80457.46677048523,80270.96678765187,80297.81598644309,89316.96215134815,89066.20433589823,89128.70722300855
2024-05-28,84183.67346938759,54645.472132429815,80607.86837472767,80427.08989406808,80453.92643404964,90441.8284165654,90195.20504915854,90258.36330869574
2024-06-03,84489.79591836718,54833.69417944736,80490.25839197788,80278.00033028694,80304.73505051245,89341.34573431048,89065.59003385481,89127.84835196908
2024-06-10,84795.91836734676,55020.61863943025,81875.83876549077,81670.08212444287,81697.21497645642,91835.10265424805,91562.37801312537,91626.24386813029
2024-06-17,85102.04081632635,55208.4987504142,83812.34110644033,83611.19788395434,83638.91021226895,96019.75399909845,95745.84965743548,95812.49502925621
2024-06-24,85408.16326530594,55395.57627877413,83599.726682658,83367.33998206527,83394.9201532959,94158.67194101975,93857.16537631987,93922.38916194088
2024-07-01,85714.28571428552,55582.28639923799,84186.9289428832,83960.2198209077,83987.9321174721,95926.7502636284,95627.52195488058,95693.84115549075
2024-07-08,86020.4081632651,55770.2795644196,85909.41328432842,85646.09648499484,85674.31389886289,99184.1034746194,98843.47957032325,98911.92078073845
2024-07-15,86326.5306122447,55956.87701385852,87062.97211970424,86804.64185771758,86833.17687531005,99133.37541868025,98800.42850913653,98868.70595495356
2024-07-22,86632.65306122428,56141.29145534674,86180.6714143353,85932.91385004435,85961.09925017328,96554.49595054467,96238.31215416336,96304.68639987856
2024-07-29,86938.77551020386,56321.566974630194,84824.2392256848,84588.69368596726,84616.37650563449,93047.30472524709,92750.15652198791,92813.73889397913
2024-08-05,87244.89795918345,56503.61800680358,80742.9746152181,80518.20189718377,80544.4933622194,87506.92527033068,87226.06964509409,87285.7416866894
2024-08-12,87551.02040816304,56687.13586062804,83406.31455097135,83182.9199214765,83210.01886426324,90908.36334918211,90626.21020971457,90688.07659043133
2024-08-19,87857.14285714262,56872.56908538393,87711.45171209835,87485.93903787395,87514.37648388879,97113.66807108987,96822.7076576313,96888.6707754159
2024-08-26,88163.26530612221,57063.10252145848,88086.93429381392,87866.18033307618,87894.6777425421,96107.61248876894,95823.7711729281,95888.92152414823
2024-09-03,88469.3877551018,57253.8318317764,86909.55128969792,86696.95681212647,86725.01161728187,93562.7488404604,93290.09878839871,93392.91156458759
2024-09-09,88775.51020408138,57442.74966570799,86205.86620049698,85963.52991934704,85991.29658815013,92262.55724396692,91961.85483256541,92024.31175471311
2024-09-16,89081.63265306097,57631.446226519016,88986.67808954492,88745.46176668753,88774.06334860025,96263.88841735183,95958.70923181655,96023.74710804017
2024-09-23,89387.75510204055,57822.35039131985,90533.69304863096,90296.38442315157,90325.4218783298,98586.33475194409,98282.57546877301,98349.05345902157
2024-09-30,89693.87755102014,58016.7323594191,91378.07362293983,91145.52935147543,91174.77528489813,99807.31347283548,99506.56606958261,99573.73630677485
2024-10-07,89999.99999999972,58205.327799125625,90617.47854613155,90396.57845372598,90425.52059476665,98775.07886250911,98487.43040835607,98553.7790279616
2024-10-14,89999.99999999972,58205.327799125625,93253.95804321354,93183.66135109203,93213.44555221515,101930.30411437836,101790.0967280527,101858.56475715317
2024-10-21,89999.99999999972,58205.327799125625,93143.8421240344,93073.62843948738,93103.37747090025,101504.16122446083,101364.54000709948,101432.72178998457
2024-10-28,89999.99999999972,58205.327799125625,92696.98641553737,92627.10957972922,92656.71589076245,101500.05386872162,101360.43830111889,101428.61732503494
2024-11-04,89999.99999999972,58205.327799125625,90938.23328552255,90869.68223287571,90898.72681915165,99576.17096420626,99439.20174006325,99506.08846458083
2024-11-11,89999.99999999972,58205.327799125625,95558.50917147803,95486.47526278639,95516.99551003285,105278.12712553254,105133.31473465644,105204.0315438949
2024-11-18,89999.99999999972,58205.327799125625,93865.2072657907,93794.44980182304,93824.42922865199,102446.61955149175,102305.70196186996,102374.51680736308
2024-11-25,89999.99999999972,58205.327799125625,95362.19526230138,95290.30933894702,95320.76688587408,103792.71548745451,103649.94631311938,103719.66535031992
2024-12-02,89999.99999999972,58205.327799125625,96335.72257846394,96263.10279081628,96293.87127074813,105575.20062012506,105429.97959809078,105500.89595580356
2024-12-09,89999.99999999972,58205.327799125625,96503.28725605567,96430.54115481449,96461.36315290432,107027.83543321832,106880.61627989031,106952.50839298339
2024-12-16,89999.99999999972,58205.327799125625,96840.02704537357,96767.02710296799,96797.9566517272,110262.99323479539,110111.32405040301,110185.38926481691
2024-12-23,89999.99999999972,58205.327799125625,95228.370173921,95156.58513058537,95186.99993537653,107300.99036312992,107153.39547915815,107225.47107428685
2024-12-30,89999.99999999972,58205.327799125625,94192.32421410784,94121.32016286509,94151.4040669429,105811.1180483889,105665.57251671744,105736.64734350852
2025-01-06,89999.99999999972,58205.327799125625,95335.65292193773,95263.78700672851,95294.23607634887,107643.6990406127,107495.63275327998,107567.93855068176
2025-01-13,89999.99999999972,58205.327799125625,93098.63067685315,93028.45107359606,93058.18566501235,103748.70810453463,103605.99946332742,103675.6889401455
2025-01-21,89999.99999999972,58205.327799125625,96567.06840054005,96494.274219801,96525.11658882708,107697.05050010668,107548.91082666218,107621.25246099502
2025-01-27,89999.99999999972,58205.327799125625,95977.7886806609,95905.43871071903,95936.0928708362,105523.83028152524,105378.67992052717,105449.56177205587
2025-02-03,89999.99999999972,58205.327799125625,95721.59047996714,95649.43363733497,95680.0059708048,106324.15895765492,106177.90772687276,106249.32717050974
2025-02-10,89999.99999999972,58205.327799125625,96855.31622869916,96782.30476100247,96813.23919294435,108610.24628348422,108460.85048905485,108533.80552993066
2025-02-18,89999.99999999972,58205.327799125625,97918.58051357437,97844.76753606892,97876.04156193232,110687.05405498338,110534.80156555961,110609.1516276332
2025-02-24,89999.99999999972,58205.327799125625,95631.92309791461,95559.8338483421,95590.37754312038,106685.34127201072,106538.59322697177,106610.2552818854
2025-03-03,89999.99999999972,58205.327799125625,93479.7369324793,93409.27004373129,93439.12635593675,102002.3184898117,101862.01204612086,101930.5284482974
2025-03-10,89999.99999999972,58205.327799125625,89766.31440133092,89698.64676449528,89727.31705386758,97011.48378065751,96878.04234042401,96943.20632823202
2025-03-17,89999.99999999972,58205.327799125625,90818.3752339253,90749.91453266652,90778.92083771138,99071.84320129329,98935.56769113557,99002.11565155108
2025-03-24,89999.99999999972,58205.327799125625,92204.62103131566,92135.11535034697,92164.56440575335,100841.15451094782,100702.4452739757,100770.18170585991
2025-03-31,89999.99999999972,58205.327799125625,89845.20579201482,89777.4786852766,89806.17417161743,96373.12120157965,96240.55784318372,96305.29303380505
2025-04-07,89999.99999999972,58205.327799125625,81009.90187631923,80948.83499775999,80974.70859348802,87077.38650101806,86957.60963117101,87016.10074512135
2025-04-14,89999.99999999972,58205.327799125625,86589.5839569067,86524.31100279222,86551.96668237791,94021.95973274882,93892.63044892217,93955.78633108104
2025-04-21,89999.99999999972,58205.327799125625,82535.72360250213,82473.5065291161,82499.86745409132,89013.38957508023,88890.94969021236,88950.74124485072
2025-04-28,89999.99999999972,58205.327799125625,88473.57319325164,88406.88005050295,88435.1374537635,97090.39422340719,96956.84424011549,97022.06123318564
2025-05-05,89999.99999999972,58205.327799125625,90506.94510699162,90438.71916796932,90467.62600594887,99869.03615422423,99731.66408753899,99798.74753375309
2025-05-12,89999.99999999972,58205.327799125625,93635.67069687796,93565.0862621506,93594.9923777392,104374.06721175615,104230.49837527433,104300.60791466285
2025-05-19,89999.99999999972,58205.327799125625,95540.53593126174,95468.51557115678,95499.03007796484,107284.25809366706,107136.68622530176,107208.75058112806
2025-05-27,89999.99999999972,58205.327799125625,94946.27579470762,94874.70339973719,94905.02810695069,107121.88189197156,106974.53337566077,107046.48866109236
2025-06-02,89999.99999999972,58205.327799125625,95196.82753497946,95125.06626911371,95155.47099956249,107530.90133568915,107382.99020409278,107455.22023367841
2025-06-09,89999.99999999972,58205.327799125625,96316.30790028782,96243.7027478115,96274.46502692689,109070.24488906456,108920.21635638564,108993.48038484063
2025-06-16,89999.99999999972,58205.327799125625,96798.13587597564,96725.16751196844,96756.08368118816,109808.05468958805,109657.01128322033,109730.7709089693
2025-06-23,89999.99999999972,58205.327799125625,96676.75685880697,96603.87999272198,96634.7573949324,109388.1958646724,109237.7299833987,109311.20758402774
2025-06-30,89999.99999999972,58205.327799125625,99528.01061190282,99452.98441391335,99484.77247254005,113501.19212003803,113345.06872150347,113421.30907997719
2025-07-07,89999.99999999972,58205.327799125625,99983.88276336234,99908.51291985958,99940.44657861018,113581.43382555418,113425.20005278006,113501.49431074398
2025-07-14,89999.99999999972,58205.327799125625,100649.17099800573,100573.29964697253,100605.44579084443,114441.45480989962,114284.03805925207,114360.91000549322
2025-07-21,89999.99999999972,58205.327799125625,101287.08185236393,101210.72963141516,101243.07951639986,116079.24871497136,115919.5791426064,115997.5512182127
2025-07-28,89999.99999999972,58205.327799125625,102603.17435539236,102525.83003768513,102558.60026690646,116896.08883498653,116735.29568098146,116813.81643966679
2025-08-04,89999.99999999972,58205.327799125625,101673.6854541403,101597.04180369152,101629.51516525213,116064.83826872203,115905.18851824441,115983.15091414984
2025-08-11,89999.99999999972,58205.327799125625,102438.86036892382,102361.63991437436,102394.35766366965,117865.17241734675,117703.04626745402,117782.21797330852
2025-08-18,89999.99999999972,58205.327799125625,103627.67887057547,103549.56226094635,103582.65970468138,118741.68591767106,118578.35410408462,118658.11457647297
2025-08-25,89999.99999999972,58205.327799125625,103493.98301456388,103415.96718753559,103449.02193040999,117344.6423663566,117183.23221705454,117262.05427550057
2025-09-02,89999.99999999972,58205.327799125625,103139.588095476,103061.83941840079,103094.78097176808,116377.59037930823,116217.51043138957,116295.68290731777
2025-09-08,89999.99999999972,58205.327799125625,104518.49747069845,104439.70934425456,104473.09130481769,119103.8272459629,118939.99729897479,119020.00102682304
2025-09-15,89999.99999999972,58205.327799125625,106464.42877551005,106384.17376726624,106418.17723506156,121739.48777008023,121572.03241378389,121653.80655213991
2025-09-22,89999.99999999972,58205.327799125625,107717.51552826697,107636.31591825497,107670.71960700232,124047.65765364711,123877.02735865729,123960.35192741896
2025-09-29,89999.99999999972,58205.327799125625,107207.05761241162,107126.24279574999,107160.48345033183,123332.86418758839,123163.21710681057,123246.06153867615
2025-10-06,89999.99999999972,58205.327799125625,108488.01879302612,108406.23836229704,108440.88814059045,125182.66326554528,125010.4717452487,125094.55871335705
2025-10-13,89999.99999999972,58205.327799125625,107103.67171736214,107022.93483504868,107057.14246940965,124008.5147427317,123837.93828968104,123921.236565595
2025-10-20,89999.99999999972,58205.327799125625,108437.94622058726,108356.20353556122,108390.83732127266,125971.60365118457,125798.3269259492,125882.94383648981
2025-10-27,89999.99999999972,58205.327799125625,110689.73077857071,110606.29065346687,110641.64363228892,129380.77200773374,129202.80589606939,129289.71279328543
2025-11-03,89999.99999999972,58205.327799125625,110382.82378454547,110299.61501205036,110334.86996844175,130202.6595695175,130023.56293334533,130111.02190407853
2025-11-10,89999.99999999972,58205.327799125625,110075.89690861732,109992.91950371834,110028.07643132901,128379.63717014297,128203.0481415763,128289.28256234102
2025-11-17,89999.99999999972,58205.327799125625,107528.50821840392,107447.451085869,107481.79440793757,124348.39685282405,124177.35288441837,124260.87946396007
2025-11-24,89999.99999999972,58205.327799125625,108022.7922062549,107941.36247259888,107975.86366307341,124657.38861929264,124485.9196258824,124569.65375957044
2025-12-01,89999.99999999972,58205.327799125625,109886.89953970572,109804.06460479012,109839.16116889704,127131.3291091444,126956.45715590761,127041.85307046567
2025-12-08,89999.99999999972,58205.327799125625,110429.66554776405,110346.42146501427,110381.69138210572,128595.93266853143,128419.04612072585,128505.42583024062
2025-12-15,89999.99999999972,58205.327799125625,109961.20815177253,109878.3172015442,109913.43749893486,125765.61755260846,125592.6241658047,125677.10271256513
2025-12-22,89999.99999999972,58205.327799125625,110950.39246646421,110866.75584938505,110902.19208043897,127715.89857757353,127540.22253611189,127626.01111426222
2025-12-29,89999.99999999972,58205.327799125625,111439.65627383444,111355.65083994626,111391.24333602042,128058.27917134133,127882.13217780516,127968.1507378501
2026-01-05,89999.99999999972,58205.327799125625,111418.5913977181,111334.60184295337,111370.18761115753,127464.25836820054,127288.92846340901,127374.54801126626
2026-01-12,89999.99999999972,58205.327799125625,112623.96158352912,112539.06339669533,112575.03414574958,129357.69258024688,129179.75821484516,129266.64960928285
2026-01-20,89999.99999999972,58205.327799125625,109775.79946633331,109693.04828086725,109728.10936093683,125416.14530315578,125243.63262315569,125327.87642445596
2026-01-26,89999.99999999972,58205.327799125625,112230.270083371,112145.66866903628,112181.51367772446,129005.00258666671,128827.55335414686,128914.20784172005
2026-02-02,89999.99999999972,58205.327799125625,112664.47096067591,112579.54223706629,112615.52592433206,129145.25837481138,128967.6162173548,129054.36491672759
2026-02-09,89999.99999999972,58205.327799125625,112427.93596194444,112343.185543131,112379.09368394145,126707.30614476967,126533.01744449277,126618.12853681944
2026-02-17,89999.99999999972,58205.327799125625,110629.59796326741,110546.20316747819,110581.53694059676,124021.83998900077,123851.24520677933,123934.55243344996
2026-02-23,89999.99999999972,58205.327799125625,110555.08059122022,110471.74196811116,110507.05194127055,124044.52823975058,123873.90224933875,123957.22471602878
2026-03-02,89999.99999999972,58205.327799125625,111201.51084096853,111117.6849258539,111153.20136111928,125422.32841932231,125249.80723430926,125334.05518889624
2026-03-09,89999.99999999972,58205.327799125625,109887.59540630701,109804.7599468333,109839.85673319171,125354.26366707288,125181.83610663103,125266.03834115979
2026-03-16,89999.99999999972,58205.327799125625,108390.60740979633,108308.90040970933,108343.51907596964,123832.0940343151,123661.76025184838,123744.94002347352
2026-03-23,89999.99999999972,58205.327799125625,106469.12090459306,106388.86235932885,106422.86732573419,121431.56858498747,121264.5367783363,121346.10408301407
2026-03-30,89999.99999999972,58205.327799125625,102666.07075519794,102588.67902493101,102621.46934251171,115293.90463159219,115135.31531737276,115212.75986623397
2026-04-06,89999.99999999972,58205.327799125625,107045.83526184311,106965.1419778025,106999.33113988991,121534.82662496838,121367.65278460085,121449.28944916671
2026-04-13,89999.99999999972,58205.327799125625,111459.70717290316,111375.68662424767,111411.28552433965,127501.07945590238,127325.69890289086,127411.34318399428
2026-04-20,89999.99999999972,58205.327799125625,115134.40969816523,115047.61908550948,115084.3916417269,133572.647159338,133388.9150307475,133478.63766988015
2026-04-27,89999.99999999972,58205.327799125625,116182.2456263946,116094.66513413281,116131.77235663879,137174.2997077323,136985.6134264524,137077.75534661862
2026-05-04,89999.99999999972,58205.327799125625,116643.61512400435,116555.68684222018,116592.94142063681,138960.66506126247,138769.5215949538,138862.8634420316
2026-05-11,89999.99999999972,58205.327799125625,120102.26101051588,120011.72553253177,120050.08476116227,147305.97909540316,147103.35646517994,147202.30397790452
2026-05-18,89999.99999999972,58205.327799125625,119996.66822424516,119906.21234420779,119944.53784776271,145775.69570000237,145575.17800841414,145673.0976081058
2026-05-26,89999.99999999972,58205.327799125625,121936.3764934509,121844.45842266188,121883.40344588569,150814.70824083776,150607.2592761198,150708.56365191197
2026-06-01,89999.99999999972,58205.327799125625,123227.87508259929,123134.98345443423,123174.34096689215,153387.89405446438,153176.90561578338,153279.93843693534
2026-06-08,89999.99999999972,58205.327799125625,120089.25824602312,119998.73256978202,120037.08764548475,147880.1003593713,147676.6880126594,147776.02117076935
2026-06-15,89999.99999999972,58205.327799125625,122625.1750782666,122532.73777737662,122571.90279464694,153648.10229623958,153436.7559353705,153539.96354208427
2026-06-22,89999.99999999972,58205.327799125625,121240.69877023381,121149.30511517738,121188.02794723999,152566.1579159337,152356.29979347446,152458.7806428224
2026-06-29,89999.99999999972,58205.327799125625,120688.55844496092,120597.5810042858,120636.12748931885,149698.6305355718,149492.71676040665,149593.27145099515
2026-07-06,89999.99999999972,58205.327799125625,122362.89301528723,122270.65342784359,122309.7346753536,149438.13206589493,149232.57661213275,149332.95632220924
2026-07-10,89999.99999999972,58205.327799125625,122960.63248484783,122867.9423094791,122907.21446784108,149994.27181856247,149787.95138227785,149888.70465930385
